Invoice/Item Number,Date,Store Number,City,Zip Code,Item Number,Item Description,Pack,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters)
INV-11213200013,03/30/2018,4318,Red Oak,51566,10548,Black Velvet Toasted Caramel,6,1750,1,$116.94,1.75
INV-11208500044,03/30/2018,2550,Osceola,50213,75214,Kinky Blue,12,750,2,$15.00,1.50
INV-11208500043,03/30/2018,2550,Osceola,50213,73986,Di Amore Amaretto,12,750,3,$9.00,2.25
INV-11208500042,03/30/2018,2550,Osceola,50213,72722,Christian Bros Honey,12,750,6,$8.15,4.50
INV-11208500041,03/30/2018,2550,Osceola,50213,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,3,$23.63,3.00
INV-11208500040,03/30/2018,2550,Osceola,50213,69666,Dr. Mcgillicuddy's Raw Vanilla,12,750,3,$12.99,2.25
INV-11208500039,03/30/2018,2550,Osceola,50213,69656,Dr. Mcgillicuddy's Mentholmint,12,750,3,$12.99,2.25
INV-11208500038,03/30/2018,2550,Osceola,50213,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,2,$12.99,1.50
INV-11208500037,03/30/2018,2550,Osceola,50213,67267,Yukon Jack Canadian Liqueur,12,1000,1,$17.63,1.00
INV-11208500036,03/30/2018,2550,Osceola,50213,64866,Fireball Cinnamon Whiskey,12,750,2,$162.00,1.50
INV-11208500035,03/30/2018,2550,Osceola,50213,64636,Campari Italian Aperitivo,12,750,1,$22.50,0.75
INV-11208500034,03/30/2018,2550,Osceola,50213,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,1,$78.66,1.75
INV-11208500033,03/30/2018,2550,Osceola,50213,58842,Jose Cuervo Coconut Pineapple,6,1750,1,$78.66,1.75
INV-11208500032,03/30/2018,2550,Osceola,50213,58838,Jose Cuervo Authentic Lime Margarita,6,1750,1,$78.66,1.75
INV-11208500031,03/30/2018,2550,Osceola,50213,57120,Chi-Chi's Long Island Iced Tea,6,1750,1,$58.50,1.75
INV-11208500030,03/30/2018,2550,Osceola,50213,48106,Hennessy Vs Cognac,12,750,4,$29.99,3.00
INV-11208500029,03/30/2018,2550,Osceola,50213,45278,Paramount White Rum,6,1750,1,$70.56,1.75
INV-11208500028,03/30/2018,2550,Osceola,50213,43128,Bacardi Superior Rum,6,1750,1,$135.00,1.75
INV-11208500027,03/30/2018,2550,Osceola,50213,43036,Bacardi Gold Rum,12,750,2,$12.39,1.50
INV-11208500026,03/30/2018,2550,Osceola,50213,42716,Malibu Coconut Rum,12,750,1,$134.88,0.75
INV-11208500025,03/30/2018,2550,Osceola,50213,42676,Malibu Passion Fruit Rum,12,750,1,$134.88,0.75
INV-11208500024,03/30/2018,2550,Osceola,50213,41989,Uv Cake Vodka,12,750,4,$9.75,3.00
INV-11208500023,03/30/2018,2550,Osceola,50213,41693,Uv Blue (raspberry) Vodka,12,750,2,$9.75,1.50
INV-11208500022,03/30/2018,2550,Osceola,50213,38056,Swell Vodka,12,750,3,$9.00,2.25
INV-11208500021,03/30/2018,2550,Osceola,50213,38008,Smirnoff PET 80prf,6,1750,1,$132.78,1.75
INV-11208500020,03/30/2018,2550,Osceola,50213,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11208500019,03/30/2018,2550,Osceola,50213,36667,Korski Vodka,12,1000,6,$6.48,6.00
INV-11208500018,03/30/2018,2550,Osceola,50213,36308,Hawkeye Vodka,6,1750,1,$64.56,1.75
INV-11208500017,03/30/2018,2550,Osceola,50213,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11208500016,03/30/2018,2550,Osceola,50213,35316,Barton Vodka,12,750,4,$5.06,3.00
INV-11208500015,03/30/2018,2550,Osceola,50213,34006,Absolut Swedish Vodka 80 Prf,12,750,2,$17.24,1.50
INV-11208500014,03/30/2018,2550,Osceola,50213,31866,Prairie Organic Gin,6,750,3,$16.50,2.25
INV-11208500013,03/30/2018,2550,Osceola,50213,27544,Red Stag Black Cherry,12,750,2,$15.74,1.50
INV-11208500012,03/30/2018,2550,Osceola,50213,27474,Bird Dog Blackberry Whiskey,6,750,5,$15.00,3.75
INV-11208500011,03/30/2018,2550,Osceola,50213,25608,Seagrams 7 Crown Bl Whiskey,6,1750,1,$107.64,1.75
INV-11208500010,03/30/2018,2550,Osceola,50213,21598,Ten High,6,1750,1,$83.16,1.75
INV-11208500009,03/30/2018,2550,Osceola,50213,20246,Old Crow,12,750,3,$7.88,2.25
INV-11208500008,03/30/2018,2550,Osceola,50213,17206,Cedar Ridge Bourbon,6,750,3,$27.15,2.25
INV-11208500007,03/30/2018,2550,Osceola,50213,16516,Ancient Age Bourbon,12,750,2,$9.24,1.50
INV-11208500006,03/30/2018,2550,Osceola,50213,15626,Jameson,12,750,4,$22.49,3.00
INV-11208500005,03/30/2018,2550,Osceola,50213,15246,Windsor Canadian,12,750,2,$6.72,1.50
INV-11208500004,03/30/2018,2550,Osceola,50213,14192,Pendleton Canadian Whisky,12,750,2,$19.65,1.50
INV-11208500003,03/30/2018,2550,Osceola,50213,12466,Canadian Mist Whisky,12,750,2,$8.22,1.50
INV-11208200028,03/30/2018,4370,Norwalk,50211,48105,Hennessy VS,12,375,1,$15.74,0.37
INV-11208200027,03/30/2018,4370,Norwalk,50211,89194,Jose Cuervo Especial Reposado Flask,24,375,3,$8.25,1.12
INV-11208200026,03/30/2018,4370,Norwalk,50211,11294,Crown Royal Canadian Whisky,24,375,2,$12.00,0.75
INV-11208200025,03/30/2018,4370,Norwalk,50211,10805,Crown Royal Regal Apple,24,375,3,$12.00,1.12
INV-11208200024,03/30/2018,4370,Norwalk,50211,11290,Crown Royal Canadian Whisky Mini,10,300,5,$11.03,1.50
INV-11208200023,03/30/2018,4370,Norwalk,50211,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,1,$11.88,0.60
INV-11208200022,03/30/2018,4370,Norwalk,50211,43331,Captain Morgan Spiced Rum Mini,12,500,4,$7.20,2.00
INV-11208200021,03/30/2018,4370,Norwalk,50211,36301,Hawkeye Vodka 80 Prf Mini,12,500,7,$6.20,3.50
INV-11208200020,03/30/2018,4370,Norwalk,50211,64866,Fireball Cinnamon Whiskey,12,750,4,$13.50,3.00
INV-11208200019,03/30/2018,4370,Norwalk,50211,89196,Jose Cuervo Especial Reposado Tequila,12,750,4,$16.61,3.00
INV-11208200018,03/30/2018,4370,Norwalk,50211,32236,Seagrams Extra Dry Gin,12,750,2,$9.74,1.50
INV-11208200017,03/30/2018,4370,Norwalk,50211,11788,Black Velvet,6,1750,3,$15.68,5.25
INV-11208200016,03/30/2018,4370,Norwalk,50211,11776,Black Velvet,12,750,6,$7.85,4.50
INV-11208200015,03/30/2018,4370,Norwalk,50211,86886,Southern Comfort,12,750,4,$15.50,3.00
INV-11208200014,03/30/2018,4370,Norwalk,50211,26826,Jack Daniels Old #7 Black Lbl,12,750,6,$23.36,4.50
INV-11208200013,03/30/2018,4370,Norwalk,50211,15626,Jameson,12,750,4,$22.49,3.00
INV-11208200012,03/30/2018,4370,Norwalk,50211,10807,Crown Royal Regal Apple,12,750,4,$23.39,3.00
INV-11208200011,03/30/2018,4370,Norwalk,50211,11296,Crown Royal,12,750,4,$23.39,3.00
INV-11208200010,03/30/2018,4370,Norwalk,50211,41693,Uv Blue (raspberry) Vodka,12,750,6,$9.75,4.50
INV-11208200009,03/30/2018,4370,Norwalk,50211,36969,New Amsterdam Vodka,12,750,6,$11.25,4.50
INV-11208200008,03/30/2018,4370,Norwalk,50211,40594,New Amsterdam Peach,12,750,4,$11.25,3.00
INV-11208200007,03/30/2018,4370,Norwalk,50211,43026,Admiral Nelson Spiced Rum,12,750,6,$8.67,4.50
INV-11208200006,03/30/2018,4370,Norwalk,50211,37996,Smirnoff 80prf,12,750,4,$12.38,3.00
INV-11208200005,03/30/2018,4370,Norwalk,50211,34820,Svedka Vodka,12,750,4,$12.38,3.00
INV-11208200004,03/30/2018,4370,Norwalk,50211,43336,Captain Morgan Original Spiced,12,750,6,$13.59,4.50
INV-11208200003,03/30/2018,4370,Norwalk,50211,43126,Bacardi Superior Rum,12,750,4,$12.39,3.00
INV-11208200002,03/30/2018,4370,Norwalk,50211,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,4,$45.00,12.00
INV-11208200001,03/30/2018,4370,Norwalk,50211,38176,Titos Handmade Vodka,12,750,1,$173.52,0.75
INV-11208100038,03/30/2018,4092,Norwalk,50211,37338,UV Vodka PET,6,1750,15,$98.94,26.25
INV-11208100037,03/30/2018,4092,Norwalk,50211,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,1,$45.00,3.00
INV-11208100036,03/30/2018,4092,Norwalk,50211,34821,Svedka Vodka,6,1750,1,$117.00,1.75
INV-11208100035,03/30/2018,4092,Norwalk,50211,57148,Chi-Chi's Margarita W/tequila,6,1750,1,$58.50,1.75
INV-11208100034,03/30/2018,4092,Norwalk,50211,8826,Lauder's Scotch,12,750,1,$92.40,0.75
INV-11208100033,03/30/2018,4092,Norwalk,50211,21596,Ten High,12,750,1,$73.80,0.75
INV-11208100032,03/30/2018,4092,Norwalk,50211,37418,Popov Vodka 80 Prf,6,1750,1,$76.50,1.75
INV-11208100031,03/30/2018,4092,Norwalk,50211,41846,Everclear Alcohol,12,750,1,$162.00,0.75
INV-11208100030,03/30/2018,4092,Norwalk,50211,36306,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11208100029,03/30/2018,4092,Norwalk,50211,45248,Paramount Gold Rum,6,1750,1,$70.56,1.75
INV-11208100028,03/30/2018,4092,Norwalk,50211,45276,Paramount White Rum,12,750,1,$72.00,0.75
INV-11208100027,03/30/2018,4092,Norwalk,50211,45278,Paramount White Rum,6,1750,1,$70.56,1.75
INV-11208100026,03/30/2018,4092,Norwalk,50211,37346,Phillips Vodka,12,750,1,$64.32,0.75
INV-11208100025,03/30/2018,4092,Norwalk,50211,37348,Phillips Vodka,6,1750,1,$68.40,1.75
INV-11208100024,03/30/2018,4092,Norwalk,50211,41692,Uv Blue (raspberry) Vodka,6,1750,2,$98.94,3.50
INV-11208100023,03/30/2018,4092,Norwalk,50211,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11208100022,03/30/2018,4092,Norwalk,50211,11788,Black Velvet,6,1750,5,$94.08,8.75
INV-11208100021,03/30/2018,4092,Norwalk,50211,32238,Seagrams Extra Dry Gin,6,1750,1,$107.94,1.75
INV-11208100020,03/30/2018,4092,Norwalk,50211,86506,Paramount Triple Sec,12,750,1,$61.56,0.75
INV-11208100019,03/30/2018,4092,Norwalk,50211,80456,Ryan's Cream Liqueur,12,750,1,$108.60,0.75
INV-11208100018,03/30/2018,4092,Norwalk,50211,64868,Fireball Cinnamon Whiskey,6,1750,1,$138.00,1.75
INV-11208100017,03/30/2018,4092,Norwalk,50211,89196,Jose Cuervo Especial Reposado Tequila,12,750,1,$199.32,0.75
INV-11208100016,03/30/2018,4092,Norwalk,50211,87408,Jose Cuervo Especial Silver,12,750,1,$199.32,0.75
INV-11208100015,03/30/2018,4092,Norwalk,50211,31475,New Amsterdam Gin,12,750,1,$135.00,0.75
INV-11208100014,03/30/2018,4092,Norwalk,50211,10626,Canadian Club Whisky,12,750,1,$141.72,0.75
INV-11208100013,03/30/2018,4092,Norwalk,50211,10628,Canadian Club Whisky,6,1750,1,$127.56,1.75
INV-11208100012,03/30/2018,4092,Norwalk,50211,77740,Smirnoff Raspberry,12,750,1,$148.56,0.75
INV-11208100011,03/30/2018,4092,Norwalk,50211,43336,Captain Morgan Original Spiced,12,750,1,$163.08,0.75
INV-11208100010,03/30/2018,4092,Norwalk,50211,37996,Smirnoff 80prf,12,750,1,$148.56,0.75
INV-11208100009,03/30/2018,4092,Norwalk,50211,38176,Titos Handmade Vodka,12,750,5,$173.52,3.75
INV-11208100008,03/30/2018,4092,Norwalk,50211,38178,Titos Handmade Vodka,6,1750,2,$166.62,3.50
INV-11208100007,03/30/2018,4092,Norwalk,50211,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11208100006,03/30/2018,4092,Norwalk,50211,11298,Crown Royal Canadian Whisky,6,1750,1,$287.94,1.75
INV-11208100005,03/30/2018,4092,Norwalk,50211,28866,Tanqueray Gin,12,750,1,$234.00,0.75
INV-11208100004,03/30/2018,4092,Norwalk,50211,58838,Jose Cuervo Authentic Lime Margarita,6,1750,1,$78.66,1.75
INV-11208100003,03/30/2018,4092,Norwalk,50211,58875,Jose Cuervo Golden Margarita,6,1750,1,$99.36,1.75
INV-11208100002,03/30/2018,4092,Norwalk,50211,34820,Svedka Vodka,12,750,1,$148.56,0.75
INV-11208100001,03/30/2018,4092,Norwalk,50211,38056,Swell Vodka,12,750,1,$108.00,0.75
INV-11208000016,03/30/2018,4369,Norwalk,50211,64870,Fireball Cinnamon,48,100,1,$64.80,0.10
INV-11208000015,03/30/2018,4369,Norwalk,50211,43338,Captain Morgan Spiced Rum,6,1750,1,$162.00,1.75
INV-11208000014,03/30/2018,4369,Norwalk,50211,43285,Captain Morgan Original Spiced Rum Pet,12,750,1,$163.08,0.75
INV-11208000013,03/30/2018,4369,Norwalk,50211,43028,Admiral Nelson Spiced Rum,6,1750,1,$103.98,1.75
INV-11208000012,03/30/2018,4369,Norwalk,50211,43025,Admiral Nelson Spiced Rum Traveler,12,750,1,$104.04,0.75
INV-11208000011,03/30/2018,4369,Norwalk,50211,36308,Hawkeye Vodka,6,1750,2,$64.56,3.50
INV-11208000010,03/30/2018,4369,Norwalk,50211,36305,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11208000009,03/30/2018,4369,Norwalk,50211,11786,Black Velvet Traveler,12,750,1,$94.20,0.75
INV-11208000008,03/30/2018,4369,Norwalk,50211,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11208000007,03/30/2018,4369,Norwalk,50211,48105,Hennessy VS,12,375,4,$15.74,1.50
INV-11208000006,03/30/2018,4369,Norwalk,50211,43334,Captain Morgan Spiced Rum,24,375,1,$180.00,0.37
INV-11208000005,03/30/2018,4369,Norwalk,50211,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,4,$45.00,12.00
INV-11211100007,03/30/2018,5410,Truro,50257,43026,Admiral Nelson Spiced Rum,12,750,1,$104.04,0.75
INV-11211100006,03/30/2018,5410,Truro,50257,11788,Black Velvet,6,1750,1,$94.08,1.75
INV-11211100005,03/30/2018,5410,Truro,50257,32231,Seagrams Extra Dry Gin Mini,12,500,1,$59.40,0.50
INV-11211100004,03/30/2018,5410,Truro,50257,89199,Jose Cuervo Especial Reposado Square,12,375,2,$99.00,0.75
INV-11211100003,03/30/2018,5410,Truro,50257,89193,Jose Cuervo Especial Reposado Tequila,48,200,1,$216.00,0.20
INV-11211100002,03/30/2018,5410,Truro,50257,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11211100001,03/30/2018,5410,Truro,50257,64864,Fireball Cinnamon Whisky,24,375,1,$192.00,0.37
INV-11211000002,03/30/2018,4116,Lake View,51450,88291,Patron Tequila Silver Mini,10,300,1,$0.00,0.30
INV-11211000001,03/30/2018,4116,Lake View,51450,67595,Patron Xo Cafe,6,750,1,$0.00,0.75
INV-11210900009,03/30/2018,4024,Iowa Falls,50126,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11210900008,03/30/2018,4024,Iowa Falls,50126,43126,Bacardi Superior Rum,12,750,1,$148.68,0.75
INV-11210900007,03/30/2018,4024,Iowa Falls,50126,11788,Black Velvet,6,1750,2,$94.08,3.50
INV-11210900006,03/30/2018,4024,Iowa Falls,50126,26828,Jack Daniels Old #7 Black Lbl,6,1750,1,$276.12,1.75
INV-11210900005,03/30/2018,4024,Iowa Falls,50126,43026,Admiral Nelson Spiced Rum,12,750,1,$104.04,0.75
INV-11210900004,03/30/2018,4024,Iowa Falls,50126,43338,Captain Morgan Spiced Rum,6,1750,1,$162.00,1.75
INV-11210900003,03/30/2018,4024,Iowa Falls,50126,86886,Southern Comfort,12,750,1,$186.00,0.75
INV-11210900002,03/30/2018,4024,Iowa Falls,50126,45278,Paramount White Rum,6,1750,1,$70.56,1.75
INV-11210900001,03/30/2018,4024,Iowa Falls,50126,34821,Svedka Vodka,6,1750,1,$117.00,1.75
INV-11210800003,03/30/2018,4024,Iowa Falls,50126,37998,Smirnoff 80prf,6,1750,1,$132.78,1.75
INV-11210800002,03/30/2018,4024,Iowa Falls,50126,43336,Captain Morgan Original Spiced,12,750,2,$163.08,1.50
INV-11210800001,03/30/2018,4024,Iowa Falls,50126,43338,Captain Morgan Spiced Rum,6,1750,4,$162.00,7.00
INV-11210700054,03/30/2018,5505,Hampton,50441,26827,Jack Daniels Old #7 Black Lbl,12,1000,4,$28.34,4.00
INV-11210700053,03/30/2018,5505,Hampton,50441,10627,Canadian Club Whisky,12,1000,4,$14.57,4.00
INV-11210700052,03/30/2018,5505,Hampton,50441,76486,Paramount Amaretto,12,750,4,$5.25,3.00
INV-11210700051,03/30/2018,5505,Hampton,50441,36887,McCormick Vodka,12,1000,1,$74.40,1.00
INV-11210700050,03/30/2018,5505,Hampton,50441,11773,Black Velvet,48,200,6,$2.34,1.20
INV-11210700049,03/30/2018,5505,Hampton,50441,75226,Kinky Red Liqueur,12,750,2,$15.00,1.50
INV-11210700048,03/30/2018,5505,Hampton,50441,10807,Crown Royal Regal Apple,12,750,2,$23.39,1.50
INV-11210700047,03/30/2018,5505,Hampton,50441,65125,Grand Marnier Cordon Rouge,12,375,2,$14.99,0.75
INV-11210700046,03/30/2018,5505,Hampton,50441,88768,Tortilla White Tequila,6,1750,1,$113.76,1.75
INV-11210700045,03/30/2018,5505,Hampton,50441,88116,Milagro Silver Tequila,6,750,2,$23.54,1.50
INV-11210700044,03/30/2018,5505,Hampton,50441,87408,Jose Cuervo Especial Silver,12,750,2,$16.61,1.50
INV-11210700043,03/30/2018,5505,Hampton,50441,75214,Kinky Blue,12,750,2,$15.00,1.50
INV-11210700042,03/30/2018,5505,Hampton,50441,65126,Grand Marnier Cordon Rouge,12,750,2,$34.97,1.50
INV-11210700041,03/30/2018,5505,Hampton,50441,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,3,$45.00,9.00
INV-11210700040,03/30/2018,5505,Hampton,50441,55084,Paramount Blackberry Brandy,24,375,6,$5.33,2.25
INV-11210700039,03/30/2018,5505,Hampton,50441,37338,UV Vodka PET,6,1750,3,$16.49,5.25
INV-11210700038,03/30/2018,5505,Hampton,50441,36978,Nikolai Vodka,6,1750,1,$62.28,1.75
INV-11210700037,03/30/2018,5505,Hampton,50441,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,2,$64.62,3.50
INV-11210700036,03/30/2018,5505,Hampton,50441,21598,Ten High,6,1750,1,$83.16,1.75
INV-11210700035,03/30/2018,5505,Hampton,50441,12408,Canadian Ltd Whisky,6,1750,2,$82.26,3.50
INV-11210700034,03/30/2018,5505,Hampton,50441,11788,Black Velvet,6,1750,4,$94.08,7.00
INV-11210700033,03/30/2018,5505,Hampton,50441,11777,Black Velvet,12,1000,1,$119.40,1.00
INV-11210700032,03/30/2018,5505,Hampton,50441,11588,Black Velvet Reserve,6,1750,1,$116.94,1.75
INV-11210700031,03/30/2018,5505,Hampton,50441,10548,Black Velvet Toasted Caramel,6,1750,1,$116.94,1.75
INV-11210700030,03/30/2018,5505,Hampton,50441,65254,Jagermeister Liqueur,24,375,6,$9.78,2.25
INV-11210700029,03/30/2018,5505,Hampton,50441,41694,Uv Blue (raspberry) Vodka,12,1000,2,$11.25,2.00
INV-11210700028,03/30/2018,5505,Hampton,50441,89646,Patron Anejo,12,750,2,$46.50,1.50
INV-11210700027,03/30/2018,5505,Hampton,50441,89626,Patron Reposado Tequila,12,750,2,$42.00,1.50
INV-11210700026,03/30/2018,5505,Hampton,50441,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11210700025,03/30/2018,5505,Hampton,50441,81207,Paramount Peppermint Schnapps,12,1000,1,$73.08,1.00
INV-11210700024,03/30/2018,5505,Hampton,50441,16988,Bourbon Supreme Bourbon,6,1750,1,$87.06,1.75
INV-11210700023,03/30/2018,5505,Hampton,50441,13038,Canadian Reserve Whisky,6,1750,2,$81.00,3.50
INV-11210700022,03/30/2018,5505,Hampton,50441,35926,Five O'clock PET Vodka,12,750,1,$60.72,0.75
INV-11210700021,03/30/2018,5505,Hampton,50441,35918,Five O'clock Vodka,6,1750,1,$64.80,1.75
INV-11210700020,03/30/2018,5505,Hampton,50441,20248,Old Crow,6,1750,1,$94.44,1.75
INV-11210700019,03/30/2018,5505,Hampton,50441,27056,Jim Beam Rye,12,750,2,$22.04,1.50
INV-11210700018,03/30/2018,5505,Hampton,50441,19068,Jim Beam,6,1750,2,$31.49,3.50
INV-11210700017,03/30/2018,5505,Hampton,50441,19067,Jim Beam,12,1000,4,$18.89,4.00
INV-11210700010,03/30/2018,5505,Hampton,50441,43027,Admiral Nelson Spiced Rum,12,1000,3,$10.92,3.00
INV-11210700009,03/30/2018,5505,Hampton,50441,87485,Don Julio Blanco Tequila,6,750,2,$41.24,1.50
INV-11210700008,03/30/2018,5505,Hampton,50441,68022,Baileys Salted Caramel,12,750,2,$18.75,1.50
INV-11210700007,03/30/2018,5505,Hampton,50441,43337,Captain Morgan Spiced Rum,12,1000,1,$211.56,1.00
INV-11210700006,03/30/2018,5505,Hampton,50441,43285,Captain Morgan Original Spiced Rum Pet,12,750,4,$13.59,3.00
INV-11210700005,03/30/2018,5505,Hampton,50441,17206,Cedar Ridge Bourbon,6,750,2,$27.15,1.50
INV-11210700004,03/30/2018,5505,Hampton,50441,22157,Wild Turkey 101,12,1000,2,$24.24,2.00
INV-11210700003,03/30/2018,5505,Hampton,50441,5596,Mcclelland Highland,12,750,3,$23.61,2.25
INV-11210700002,03/30/2018,5505,Hampton,50441,64676,Chambord Liqueur Royale De France,12,750,1,$334.08,0.75
INV-11210700001,03/30/2018,5505,Hampton,50441,43120,Bacardi Superior PET,6,1750,1,$135.00,1.75
INV-11210600018,03/30/2018,4547,Hampton,50441,68036,Baileys Original Irish Cream,12,750,6,$18.75,4.50
INV-11210600017,03/30/2018,4547,Hampton,50441,43026,Admiral Nelson Spiced Rum,12,750,6,$8.67,4.50
INV-11210600016,03/30/2018,4547,Hampton,50441,43136,Bacardi Limon,12,750,3,$12.39,2.25
INV-11210600015,03/30/2018,4547,Hampton,50441,21596,Ten High,12,750,3,$6.15,2.25
INV-11210600014,03/30/2018,4547,Hampton,50441,76486,Paramount Amaretto,12,750,6,$5.25,4.50
INV-11210600013,03/30/2018,4547,Hampton,50441,54446,Paramount Apricot Flavored Brandy,12,750,6,$8.22,4.50
INV-11210600012,03/30/2018,4547,Hampton,50441,64866,Fireball Cinnamon Whiskey,12,750,6,$13.50,4.50
INV-11210600011,03/30/2018,4547,Hampton,50441,36969,New Amsterdam Vodka,12,750,6,$11.25,4.50
INV-11210600010,03/30/2018,4547,Hampton,50441,43028,Admiral Nelson Spiced Rum,6,1750,1,$103.98,1.75
INV-11210600009,03/30/2018,4547,Hampton,50441,57158,Chi-Chi's Strawberry Margarita W/tequila,6,1750,1,$58.50,1.75
INV-11210600008,03/30/2018,4547,Hampton,50441,81206,Paramount Peppermint Schnapps,12,750,1,$72.00,0.75
INV-11210600007,03/30/2018,4547,Hampton,50441,12408,Canadian Ltd Whisky,6,1750,1,$82.26,1.75
INV-11210600006,03/30/2018,4547,Hampton,50441,35916,Five O'clock Vodka,12,750,1,$60.72,0.75
INV-11210600005,03/30/2018,4547,Hampton,50441,35318,Barton Vodka,6,1750,1,$62.28,1.75
INV-11210600004,03/30/2018,4547,Hampton,50441,36306,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11210600003,03/30/2018,4547,Hampton,50441,41693,Uv Blue (raspberry) Vodka,12,750,1,$117.00,0.75
INV-11210600002,03/30/2018,4547,Hampton,50441,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11210600001,03/30/2018,4547,Hampton,50441,42716,Malibu Coconut Rum,12,750,1,$134.88,0.75
INV-11210500042,03/30/2018,4306,Hampton,50441,22788,Beam's 8 Star Bl Whiskey,6,1750,1,$11.81,1.75
INV-11210500041,03/30/2018,4306,Hampton,50441,4624,Buchanan Deluxe 12YO,24,375,2,$18.74,0.75
INV-11210500040,03/30/2018,4306,Hampton,50441,68752,Mullins Irish Cream Liqueur,6,750,1,$9.36,0.75
INV-11210500039,03/30/2018,4306,Hampton,50441,10790,Crown Royal Vanilla,24,375,1,$12.00,0.37
INV-11210500038,03/30/2018,4306,Hampton,50441,27920,Bird Dog Strawberry,6,750,1,$15.00,0.75
INV-11210500037,03/30/2018,4306,Hampton,50441,266,Patron Silver Special Tin,12,750,1,$40.50,0.75
INV-11210500036,03/30/2018,4306,Hampton,50441,64870,Fireball Cinnamon,48,100,12,$1.35,1.20
INV-11210500035,03/30/2018,4306,Hampton,50441,27697,Bird Dog Apple Flavored Whiskey,6,750,1,$15.00,0.75
INV-11210500034,03/30/2018,4306,Hampton,50441,10805,Crown Royal Regal Apple,24,375,1,$12.00,0.37
INV-11209500010,03/30/2018,4549,Colo,50056,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11209500009,03/30/2018,4549,Colo,50056,36903,Mccormick Vodka,48,200,1,$81.60,0.20
INV-11209500008,03/30/2018,4549,Colo,50056,35918,Five O'clock Vodka,6,1750,2,$64.80,3.50
INV-11209500007,03/30/2018,4549,Colo,50056,25608,Seagrams 7 Crown Bl Whiskey,6,1750,1,$107.64,1.75
INV-11209500006,03/30/2018,4549,Colo,50056,11788,Black Velvet,6,1750,2,$94.08,3.50
INV-11209500005,03/30/2018,4549,Colo,50056,11786,Black Velvet Traveler,12,750,1,$94.20,0.75
INV-11209500004,03/30/2018,4549,Colo,50056,11777,Black Velvet,12,1000,1,$119.40,1.00
INV-11209500003,03/30/2018,4549,Colo,50056,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11209500002,03/30/2018,4549,Colo,50056,11296,Crown Royal,12,750,2,$280.68,1.50
INV-11209500001,03/30/2018,4549,Colo,50056,1799,Captain Morgan Spiced Barrel,6,1750,1,$162.00,1.75
INV-11209400011,03/30/2018,4801,Des Moines,50311,89786,Sauza Gold,12,750,1,$170.16,0.75
INV-11209400010,03/30/2018,4801,Des Moines,50311,11786,Black Velvet Traveler,12,750,1,$94.20,0.75
INV-11209400009,03/30/2018,4801,Des Moines,50311,15626,Jameson,12,750,1,$269.88,0.75
INV-11209400008,03/30/2018,4801,Des Moines,50311,48106,Hennessy Vs Cognac,12,750,2,$359.88,1.50
INV-11209400007,03/30/2018,4801,Des Moines,50311,36308,Hawkeye Vodka,6,1750,1,$64.56,1.75
INV-11209400006,03/30/2018,4801,Des Moines,50311,36305,Hawkeye Vodka,12,750,6,$60.12,4.50
INV-11209400005,03/30/2018,4801,Des Moines,50311,41693,Uv Blue (raspberry) Vodka,12,750,1,$117.00,0.75
INV-11209400004,03/30/2018,4801,Des Moines,50311,37336,Uv Vodka,12,750,1,$117.00,0.75
INV-11209400003,03/30/2018,4801,Des Moines,50311,34820,Svedka Vodka,12,750,1,$148.56,0.75
INV-11209400002,03/30/2018,4801,Des Moines,50311,34821,Svedka Vodka,6,1750,1,$117.00,1.75
INV-11209400001,03/30/2018,4801,Des Moines,50311,37996,Smirnoff 80prf,12,750,1,$148.56,0.75
INV-11209300037,03/30/2018,4068,West Des Moines,50265,39777,SKYY Infusions California Apricot,12,750,2,$13.52,1.50
INV-11209300036,03/30/2018,4068,West Des Moines,50265,49182,Remy Martin VSOP,24,100,1,$133.20,0.10
INV-11209300035,03/30/2018,4068,West Des Moines,50265,48102,Hennessy Vs Cognac 100ml,8,1200,1,$467.28,1.20
